sample_id,audio_path,language,duration_sec,rms_db,peak_abs,clipping_ratio,silence_ratio_amp,dc_offset,zero_crossing_rate,spectral_centroid_mean,spectral_flatness_mean,speech_duration_sec,speech_ratio,num_speech_segments,max_silence_sec,mean_speech_segment_sec,vad_backend,quality_proxy,quality_proxy_mos_like,snr_db,snr_backend,asr_text,asr_avg_logprob,asr_detected_language,asr_confidence_proxy,asr_backend,asr_text_len,chars_per_sec,intelligibility_proxy,empty_transcript_flag,low_confidence_flag,speech_rate_proxy,possible_non_speech_flag,language_match,language_score,signal_score,vad_score,quality_score,snr_score,asr_score,language_score_pct,final_score,decision,reason_codes
bengali_0162,/content/subset_data/bengali/bengali_0162.flac,bn,7.36,-22.75274085998535,0.344146728515625,0.0,0.11580381471389646,0.000033308631827821955,0.1077452820616883,1561.9301118526328,0.011615552939474583,6.959999999999999,0.9456521739130433,2,0.23000000000000043,3.4799999999999995,energy_fallback,0.8508,4.4033,26.28,energy_percentile,ndo do le de bhai oneng bhai kjesta khol lo kintu kono phat kono chowitai bhalolang silona amad,-1.2176,bn,0.3912,faster_whisper/tiny/float16,95,12.91,0.7402,false,false,0.6582,false,true,1.0,85.08,100.0,85.08,87.6,74.02,100.0,86.9,keep,[]
bengali_0163,/content/subset_data/bengali/bengali_0163.flac,bn,5.92,-23.069408416748047,0.3790283203125,0.0,0.12542372881355932,0.000055879838328110054,0.12915826612903225,1811.7137369287832,0.02113989368081093,5.199999999999999,0.8783783783783783,2,0.6800000000000002,2.5999999999999996,energy_fallback,0.8502,4.4008,27.55,energy_percentile,Last bar acta porto tulushe chobi damar kubhalu lehesi lo,-0.9824,bn,0.5088,faster_whisper/tiny/float16,57,9.63,0.767,false,false,0.5926,false,true,1.0,84.46,99.38,85.02,91.83,76.7,100.0,87.76,keep,[]
bengali_0164,/content/subset_data/bengali/bengali_0164.flac,bn,0.544,-16.92633819580078,0.86004638671875,0.0,0.21153846153846154,0.00013428926467895508,0.0876736111111111,1496.7347505540083,0.011105315759778023,0.35000000000000003,0.6433823529411765,1,0.14400000000000002,0.35000000000000003,energy_fallback,0.8731,4.4924,37.12,energy_percentile,Nah.,-0.9339,en,0.5331,faster_whisper/tiny/float16,4,7.35,0.7062,false,false,0.547,false,false,0.0,86.39,92.38,87.31,100.0,70.62,40.0,84.56,keep,[]
bengali_0165,/content/subset_data/bengali/bengali_0165.flac,bn,18.11,-32.26307678222656,0.1890869140625,0.0,0.359314538419016,0.00001152287131844787,0.09850254665415194,1503.9351861548075,0.023750703781843185,15.109999999999998,0.834345665378244,11,0.5999999999999996,1.3736363636363633,energy_fallback,0.7387,3.9549,26.66,energy_percentile,"Ammi, choo, valide ka, kubhala vastam So, Amma de Rokhanay actor, Paolo Ankar pote, jokita hoai, bhoro Jita tik, oni, dur, dur tik, mani, jokita kubhala actor, Paolo Ankar bhohala, pahishanal So, tade shate Ammi, anchor completion jokhan pote, kubhala phe jayam, kubhala phe jala",-1.1141,bn,0.4429,faster_whisper/tiny/float16,279,15.41,0.7275,false,false,0.7082,false,true,1.0,68.14,99.66,73.87,88.87,72.75,100.0,80.61,keep,[]
bengali_0166,/content/subset_data/bengali/bengali_0166.flac,bn,14.176,-34.44989776611328,0.165283203125,0.0,0.3757062146892655,6.062586180632934e-6,0.09893523894988739,1480.7535294007457,0.023120123893022537,11.020000000000003,0.7773702031602711,9,0.6099999999999994,1.224444444444445,energy_fallback,0.7196,3.8784,27.13,energy_percentile,其實ано 也沒有什麼我們一起去 所以我一直點 但其實不是我想 但是我一直點點點點點點 所以我一直點點點點點,-2.6084,bn,0.0,faster_whisper/tiny/float16,54,3.81,0.5332,false,true,0.0,false,true,1.0,65.71,99.62,71.96,90.43,45.0,100.0,74.88,review,"[""review_low_asr_confidence""]"
bengali_0167,/content/subset_data/bengali/bengali_0167.flac,bn,8.704,-33.93223571777344,0.156463623046875,0.0,0.45276497695852536,0.000020735404177685268,0.14764158367673993,1873.233017549739,0.04818813502788544,6.259999999999998,0.7192095588235291,7,0.7100000000000004,0.894285714285714,energy_fallback,0.7173,3.8691,28.06,energy_percentile,我看该家说 今晚已经不需要去 家让 家家家家家里送到过来 每天都会在一起 希望 谢谢,-1.4831,bn,0.2585,faster_whisper/tiny/float16,42,4.83,0.6191,false,true,0.0,false,true,1.0,63.29,97.08,71.73,93.53,45.0,100.0,74.31,review,"[""review_low_asr_confidence""]"
bengali_0168,/content/subset_data/bengali/bengali_0168.flac,bn,19.457,-34.549129486083984,0.107513427734375,0.0,0.389917695473251,0.00005060056719230488,0.1058888803366174,1497.8517664844142,0.027847038581967354,15.88,0.8161587089479365,12,0.5199999999999996,1.3233333333333335,energy_fallback,0.7178,3.8713,26.65,energy_percentile,"She did not send symptoms to women. In Facebook, she is very interested in those those phones. Also the phone should know that the phone doesn't its share. So as isfatindam, then I have no Facebook.",-4.0525,bn,0.0,faster_whisper/tiny/float16,198,10.18,0.5448,false,true,0.6036,false,true,1.0,65.1,99.93,71.78,88.83,45.0,100.0,74.53,review,"[""review_low_asr_confidence""]"
bengali_0169,/content/subset_data/bengali/bengali_0169.flac,bn,6.573,-19.132526397705078,0.895782470703125,0.0,0.5221374045801527,0.000033751624869182706,0.1313405453580097,1572.0617080515208,0.03888550400733948,2.8699999999999988,0.43663471778487734,6,1.0300000000000002,0.4783333333333331,energy_fallback,0.7512,4.0047,50.0,energy_percentile,"AXO, Acha-jar, Du-Ajar, Nianob-Bujajar, AGLO-CO.",-0.975,bn,0.5125,faster_whisper/tiny/float16,48,7.3,0.636,false,false,0.546,false,true,1.0,73.05,75.79,75.12,100.0,63.6,100.0,77.69,keep,[]
bengali_0170,/content/subset_data/bengali/bengali_0170.flac,bn,1.024,-16.916488647460938,0.473175048828125,0.0,0.0,6.712973117828369e-6,0.09734552556818182,2001.2026152108049,0.021699605509638786,0.86,0.83984375,1,0.134,0.86,energy_fallback,0.9194,4.6778,18.83,energy_percentile,Ните!,-0.8101,ru,0.5949,faster_whisper/tiny/float16,5,4.88,0.7899,false,false,0.0,false,false,0.0,94.24,100.0,91.94,62.77,78.99,40.0,84.59,keep,[]
bengali_0171,/content/subset_data/bengali/bengali_0171.flac,bn,5.644,-22.87948226928711,0.82965087890625,0.0,0.4234875444839858,0.00007483133231289685,0.08751268979519775,1273.0594918982722,0.007433122023940086,3.0,0.5315379163713678,7,0.56,0.42857142857142855,energy_fallback,0.764,4.0559,50.0,energy_percentile,"You hide, sanno, Roy, Robin jana, Karoknatpal Ajijul Khan",-0.9043,hi,0.5478,faster_whisper/tiny/float16,57,10.1,0.6786,false,false,0.602,false,false,0.0,73.58,84.19,76.4,100.0,67.86,40.0,77.36,keep,[]
bengali_0172,/content/subset_data/bengali/bengali_0172.flac,bn,6.304,-22.51648712158203,0.701141357421875,0.0,0.1624203821656051,5.69118446946959e-6,0.17175662878787878,2182.182731194366,0.04685954749584198,4.9,0.7772842639593909,4,0.8900000000000001,1.225,energy_fallback,0.8564,4.4256,28.67,energy_percentile,"BAZEBI KETI RYAIMAR KURIHI HOHIHI HOHI O'NE, KUNE KAR NEE, SHABAR O'THUM JITA KURIHI SHI EZI, TU CHATTER 7!",-2.0113,bn,0.0,faster_whisper/tiny/float16,107,16.97,0.5332,false,true,0.7394,false,true,1.0,83.55,98.66,85.64,95.57,45.0,100.0,82.42,review,"[""review_low_asr_confidence""]"
bengali_0173,/content/subset_data/bengali/bengali_0173.flac,bn,11.778,-26.594310760498047,0.7791748046875,0.0,0.23639455782312926,5.596217306447215e-6,0.13831327278116531,1881.3056666504217,0.04077340289950371,9.290000000000001,0.7887587026659875,7,0.6300000000000003,1.3271428571428576,energy_fallback,0.8102,4.2408,27.1,energy_percentile,dt ico rich ico ico ico ico ico ico ico,-2.8227,bn,0.0,faster_whisper/tiny/float16,39,3.31,0.5366,false,true,0.0,false,true,1.0,77.42,99.55,81.02,90.33,45.0,100.0,79.43,review,"[""review_low_asr_confidence""]"
bengali_0174,/content/subset_data/bengali/bengali_0174.flac,bn,16.575,-26.468852996826172,0.635894775390625,0.0,0.20108695652173914,5.72710905544227e-6,0.14897668315637067,2011.5648450803199,0.03925708681344986,13.4,0.808446455505279,8,1.0399999999999991,1.6750000000000003,energy_fallback,0.8176,4.2703,26.36,energy_percentile,Tarpode Baritayatiyo Sajon Amadida Daduji Dhammar Baritayashi Ami Aarvesi Kusyodaki Karol Ayma Baba Teku Bishi Dhammar Baritayashi Dada Dukyohale Bishi Dhaki Tari Amar Kusyokaron Dida Daduji Dukhode Baritayashi Tarpode Dukyohale Tarpode Dukyohale Karol Namra Dekti Jai Seta Hote Amar Bhai,-0.8234,bn,0.5883,faster_whisper/tiny/float16,288,17.38,0.7778,false,false,0.7476,false,true,1.0,78.83,98.14,81.76,87.87,77.78,100.0,85.17,keep,[]
bengali_0175,/content/subset_data/bengali/bengali_0175.flac,bn,19.744,-29.541149139404297,0.29052734375,0.0,0.2591277890466531,5.780491392215481e-6,0.1296758065331715,1836.5790102300405,0.03698621690273285,16.610000000000003,0.8412682333873583,10,0.5599999999999996,1.661,energy_fallback,0.7832,4.1327,24.13,energy_percentile,I want my friend to miss the asra She doesn't want to cry She doesn't want to cry She doesn't want to cry She doesn't want to cry She doesn't want to cry She doesn't want to cry I want my favourite cover I think that if I am not in the middle of the night,-0.8313,bn,0.5843,faster_whisper/tiny/float16,255,12.92,0.7861,false,false,0.6584,false,true,1.0,74.12,99.79,78.32,80.43,78.61,100.0,82.71,keep,[]
bengali_0176,/content/subset_data/bengali/bengali_0176.flac,bn,8.512,-29.87036895751953,0.230255126953125,0.0,0.2779740871613663,5.889655767532531e-6,0.11421209328183521,1621.52407097486,0.030289875343441963,7.569999999999999,0.8893327067669172,3,0.3400000000000003,2.523333333333333,energy_fallback,0.7745,4.0982,23.01,energy_percentile,nda wa mar kushil one karun huye tiki nda hj nish kula nda wa mar sabte kushil karun nda wa r sabte kushil karun nda wa ba ba ba ba hj tiki,-1.0164,bn,0.4918,faster_whisper/tiny/float16,139,16.33,0.7635,false,false,0.7266,false,true,1.0,73.15,100.0,77.45,76.7,76.35,100.0,81.38,keep,[]
bengali_0177,/content/subset_data/bengali/bengali_0177.flac,bn,11.083,-29.44768524169922,0.32452392578125,0.0,0.31374321880650996,6.469806521636201e-6,0.13751097577449567,1866.1359251140773,0.037677373737096786,8.639999999999999,0.7795723179644499,7,0.6699999999999999,1.2342857142857144,energy_fallback,0.7732,4.0927,25.27,energy_percentile,而是有一些人寬 Crimd 而這星期待會永久 度到這星期 周到達 一 conduction 一天 一天 太陽 太陽 太陽 太陽 晚上 5 noon ein晚,-3.5368,bn,0.0,faster_whisper/tiny/float16,78,7.04,0.5339,false,true,0.5408,false,true,1.0,72.17,99.41,77.32,84.23,45.0,100.0,76.52,review,"[""review_low_asr_confidence""]"
bengali_0178,/content/subset_data/bengali/bengali_0178.flac,bn,14.643,-25.125463485717773,0.521728515625,0.0,0.2722298221614227,5.935797162237577e-6,0.08859852620087336,1271.6527415755247,0.019934555515646935,11.029999999999998,0.7532609437956701,8,0.8200000000000003,1.3787499999999997,energy_fallback,0.8057,4.2228,37.93,energy_percentile,abnad elakei githron keala de la hay so amad de githron keala de kriket furbol la hay yabong tasa te ba possimong iso keala yirong gulirand da yabong tasa te kaba di yabong churubulisitati kalabetake,-1.0818,bn,0.4591,faster_whisper/tiny/float16,199,13.59,0.7096,false,false,0.6718,false,true,1.0,77.31,98.9,80.57,100.0,70.96,100.0,85.31,keep,[]
bengali_0179,/content/subset_data/bengali/bengali_0179.flac,bn,9.281,-25.102115631103516,0.374908447265625,0.0,0.11231101511879049,4.964326308254385e-6,0.05775813466494845,1030.4669293769412,0.004106543026864529,8.530000000000001,0.9190819954746257,4,0.25,2.1325000000000003,energy_fallback,0.8319,4.3277,24.4,energy_percentile,오빠로를verted Wähмотри ▩іль mana ▩wing ▩Cree ▩1 ▩1 ▩4 ▩1 ▩2,-3.5162,bn,0.0,faster_whisper/tiny/float16,56,6.03,0.5757,false,true,0.5206,false,true,1.0,83.26,100.0,83.19,81.33,45.0,100.0,79.92,review,"[""review_low_asr_confidence""]"
bengali_0180,/content/subset_data/bengali/bengali_0180.flac,bn,18.304,-27.097442626953125,0.429840087890625,0.0,0.3025164113785558,5.090465947432676e-6,0.07771511643760907,1245.0930703684048,0.014970306307077408,13.440000000000003,0.7342657342657345,11,0.9499999999999993,1.2218181818181821,energy_fallback,0.7837,4.1348,37.42,energy_percentile,"Pussimonga is a marvellicala, Marvellicala is a parami, Jani is a parami, Amande is a parami, Marvellicala is a parami, Guridanda is a parami, Rumalchuri is a parami, ㄢㄪㄴㄿㄱㄱrㄓㄴㄱr ㄅㄴㄧㄱㄣㄟ ㄋㄴㄴㄹㄷㄲㄟㄱㄡㄴㄹㄲㄌㄱㄱㄟㄇㄲㄲㄧㄱㄨㄞㄆ other 2. 2.",-1.1645,bn,0.4177,faster_whisper/tiny/float16,222,12.13,0.6874,false,false,0.6426,false,true,1.0,74.55,97.32,78.37,100.0,68.74,100.0,83.53,keep,[]
bengali_0181,/content/subset_data/bengali/bengali_0181.flac,bn,9.088,-16.19403839111328,0.69781494140625,0.0,0.05181918412348401,0.0001717575069051236,0.21197916666666666,2567.7122238397387,0.059124767780303955,8.0,0.8802816901408451,3,0.5099999999999998,2.6666666666666665,energy_fallback,0.9283,4.7131,26.08,energy_percentile,Baharote kubbishi stash kiti kebong bishash guri hulu jama de rekhane baharote jeta hoi jipu jar chuna,-1.0162,bn,0.4919,faster_whisper/tiny/float16,102,11.22,0.7608,false,false,0.6244,false,true,1.0,92.92,99.97,92.83,86.93,76.08,100.0,90.59,keep,[]
bengali_0182,/content/subset_data/bengali/bengali_0182.flac,bn,12.338,-15.318689346313477,0.6683349609375,0.0,0.03977272727272727,0.00014491706679109484,0.16180072053108807,2143.471939722374,0.03783172741532326,11.319999999999997,0.9174906792024637,5,0.39000000000000057,2.264,energy_fallback,0.929,4.7158,25.06,energy_percentile,Manush Monde Bhoakti Bhoare Pooja Kore Ebon Tara Bishash Kore Jbho Govan Kdaagle Bho Govan Teech Sharadei Ebon Jbho Kti Bhoare Kole Monash Hanti Hoi,-0.9688,bn,0.5156,faster_whisper/tiny/float16,148,12.0,0.7815,false,false,0.64,false,true,1.0,94.09,100.0,92.9,83.53,78.15,100.0,90.74,keep,[]
bengali_0183,/content/subset_data/bengali/bengali_0183.flac,bn,6.157,-15.71621036529541,0.792022705078125,0.0,0.04723127035830619,0.00016246942686848342,0.1581626457253886,2051.3167827901184,0.02837482839822769,5.69,0.9241513724216339,2,0.39999999999999947,2.845,energy_fallback,0.9211,4.6843,25.37,energy_percentile,"Hey, everyone! Sop darunir pujaar chona ba! Upaash, diae pujao kora!",-1.1481,bn,0.4259,faster_whisper/tiny/float16,68,11.04,0.7476,false,false,0.6208,false,true,1.0,93.49,100.0,92.11,84.57,74.76,100.0,89.97,keep,[]
bengali_0184,/content/subset_data/bengali/bengali_0184.flac,bn,12.505,-15.544830322265625,0.703765869140625,0.0,0.07686148919135308,0.0001404580398229882,0.14909811580882354,1989.3888320352723,0.03257292881608009,11.19,0.89484206317473,4,0.41999999999999993,2.7975,energy_fallback,0.918,4.6718,29.85,energy_percentile,Brutura ka bolide wa mansi kora eshabgulu Aman moni hoi onno shosh ki ti paro te tulu naibi Moni go kuma be alada Eta onno kuna kosa hoi naida kum,-0.9753,bn,0.5124,faster_whisper/tiny/float16,146,11.68,0.7734,false,false,0.6336,false,true,1.0,92.53,100.0,91.8,99.5,77.34,100.0,92.4,keep,[]
bengali_0185,/content/subset_data/bengali/bengali_0185.flac,bn,7.777,-16.629369735717773,0.7257080078125,0.0,0.10438144329896908,0.00015023442392703146,0.18402199667008196,2361.5052742692656,0.057272035628557205,6.487,0.8341262697698342,4,0.52,1.62175,energy_fallback,0.914,4.6558,31.32,energy_percentile,So j year has been in bar. It is intended to make in the Anth So you know how it is being done what is the name in the large number of languages? Or it is like creating a temple This is supporting in this world for the first time many years which have done a perfect job the first teacher will need some kind of teaching,-4.1084,bn,0.0,faster_whisper/tiny/float16,320,41.15,0.5502,false,true,0.777,false,true,1.0,90.61,99.93,91.4,100.0,45.0,100.0,86.13,review,"[""review_low_asr_confidence""]"
bengali_0186,/content/subset_data/bengali/bengali_0186.flac,bn,9.301,-15.91666316986084,0.686431884765625,0.0,0.08081896551724138,0.00014821089280303568,0.16980106314432988,2237.546684182241,0.04305949807167053,7.900000000000001,0.8493710353725407,5,0.5699999999999994,1.5800000000000003,energy_fallback,0.9184,4.6737,30.13,energy_percentile,"Let's go for a moment. While we are not taking out of the house, let's see what we have to do. Let's go for a fashion. Open, I don't know. Let's see what we have to do. Let's go for a fashion.",-1.5245,bn,0.2378,faster_whisper/tiny/float16,192,20.64,0.6499,false,true,0.8128,false,true,1.0,92.08,99.76,91.84,100.0,45.0,100.0,86.52,review,"[""review_low_asr_confidence""]"
bengali_0187,/content/subset_data/bengali/bengali_0187.flac,bn,15.678,-16.193300247192383,0.84735107421875,0.0,0.11621966794380588,0.00014118687249720097,0.1631706393494898,2125.677647633406,0.03922630473971367,13.588000000000001,0.8666921801250159,6,0.6000000000000001,2.264666666666667,energy_fallback,0.9079,4.6318,33.39,energy_percentile,ę col jana-kve jana-kve,-3.9733,bn,0.0,faster_whisper/tiny/float16,23,1.47,0.56,false,true,0.0,false,true,1.0,90.53,99.66,90.79,100.0,45.0,100.0,85.93,review,"[""review_low_asr_confidence""]"
bengali_0188,/content/subset_data/bengali/bengali_0188.flac,bn,9.996,-16.158842086791992,0.83251953125,0.0,0.052104208416833664,0.0001637740060687065,0.1271980456269968,1814.163812578427,0.024880321696400642,9.22,0.9223689475790317,4,0.27,2.305,energy_fallback,0.9156,4.6625,27.3,energy_percentile,Shrek and Depression are all open. Bram Bhande is the police in Ram Bhande. Shrek and Persia are the police.,-2.0916,bn,0.0,faster_whisper/tiny/float16,108,10.8,0.5767,false,true,0.616,false,true,1.0,92.94,100.0,91.56,91.0,45.0,100.0,85.34,review,"[""review_low_asr_confidence""]"
bengali_0189,/content/subset_data/bengali/bengali_0189.flac,bn,10.542,-16.20244789123535,0.839324951171875,0.0,0.08460076045627377,0.000160014649736695,0.14891690340909092,2065.5610926687286,0.04152601584792137,9.491999999999999,0.900398406374502,4,0.45999999999999996,2.373,energy_fallback,0.9151,4.6603,30.21,energy_percentile,Poeta puri jeta pohaip puja kohara hai shita ki yuponayur bala hai Tarporti ke tanjekonho che de se re de puja kohar te ba shop ge churodhi kar pai,-1.094,bn,0.453,faster_whisper/tiny/float16,147,13.94,0.7513,false,false,0.6788,false,true,1.0,91.7,100.0,91.51,100.0,75.13,100.0,91.83,keep,[]
bengali_0190,/content/subset_data/bengali/bengali_0190.flac,bn,8.089,-15.938797950744629,0.688385009765625,0.0,0.06319702602230483,0.00016632414190098643,0.14422245553359683,2082.9392778037186,0.033193569630384445,7.259999999999999,0.8975151440227468,3,0.3799999999999999,2.4199999999999995,energy_fallback,0.9181,4.6724,26.67,energy_percentile,"Ṭhāsh kīti bhisāj ba ūti jūkūlū, amar monāwai bairi kūtāunni bharotir bairi kūtāunni",-0.9843,bn,0.5079,faster_whisper/tiny/float16,84,10.38,0.7724,false,false,0.6076,false,true,1.0,92.71,100.0,91.81,88.9,77.24,100.0,90.83,keep,[]
bengali_0191,/content/subset_data/bengali/bengali_0191.flac,bn,9.088,-21.835039138793945,0.459625244140625,0.0,0.30209481808158767,0.00004345073830336332,0.07989480537280702,1295.5170245407721,0.02879653126001358,5.6899999999999995,0.626100352112676,7,0.8899999999999997,0.8128571428571428,energy_fallback,0.8266,4.3062,50.0,energy_percentile,하나ただ.. I mean.. I cannot be a fool I mean getting the goods I mean getting the goods Get the goods,-1.8588,bn,0.0706,faster_whisper/tiny/float16,98,10.78,0.5161,false,true,0.6156,false,true,1.0,78.95,89.81,82.66,100.0,45.0,100.0,79.82,review,"[""review_low_asr_confidence""]"
bengali_0192,/content/subset_data/bengali/bengali_0192.flac,bn,9.567,-24.756633758544922,0.448089599609375,0.0,0.2753926701570681,0.000049955509894061834,0.08822376672240803,1515.5336243993954,0.024620508775115013,6.816999999999999,0.7125535695620361,6,0.7700000000000005,1.1361666666666665,energy_fallback,0.8095,4.2379,44.16,energy_percentile,"Ο αιχταριν σαγάλος τάς, αιχταριν κουλτιά πας πτυγανότη, σαγάλος τάν μου διάμμαρικά να αστάβε αν μυπίκτωριά για εγώ.",-1.0653,el,0.4673,faster_whisper/tiny/float16,115,12.02,0.7007,false,false,0.6404,false,false,0.0,77.5,96.39,80.95,100.0,70.07,40.0,81.82,keep,[]
bengali_0193,/content/subset_data/bengali/bengali_0193.flac,bn,9.569,-23.267635345458984,0.423675537109375,0.0,0.2031413612565445,0.00004680369238485582,0.07657877604166667,1268.4748588429466,0.015713758766651154,7.389000000000001,0.7721810011495455,7,0.7000000000000002,1.0555714285714288,energy_fallback,0.8312,4.3248,37.34,energy_percentile,"Ο χαντείκα αβαρα μακριπούσε δίταβε η κανεικόζοντο. Όχι, ο ειδύνος από σωέας τα βεδώσταρμα δε απ' την δύρυκουργεννα, εγώ, για το ρεσόμα,",-1.1072,el,0.4464,faster_whisper/tiny/float16,135,14.11,0.7102,false,false,0.6822,false,false,0.0,81.42,99.31,83.12,100.0,71.02,40.0,83.86,keep,[]
bengali_0194,/content/subset_data/bengali/bengali_0194.flac,bn,11.962,-24.10858154296875,0.3896484375,0.0,0.20854271356783918,0.0000480976486869622,0.07877125459558823,1290.576767120523,0.020521583035588264,9.57,0.80003343922421,7,0.5599999999999996,1.3671428571428572,energy_fallback,0.8259,4.3037,36.21,energy_percentile,"Attárað arja að sattse stågurbén, við og og gannam rau hanteg kebi dí étáð að tá líperattse stågurbó. Þí í góð í Þó í þið í góð í það íð íð íð íð íð íð íð índað. Nó misgurbénna.",-1.5656,is,0.2172,faster_whisper/tiny/float16,177,14.8,0.6269,false,true,0.696,false,false,0.0,80.52,99.79,82.59,100.0,45.0,40.0,78.95,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
bengali_0195,/content/subset_data/bengali/bengali_0195.flac,bn,10.238,-25.633546829223633,0.425079345703125,0.0,0.20841487279843443,0.000042947387555614114,0.08053131103515625,1390.7433573814333,0.02097557671368122,8.019999999999998,0.783356124243016,7,0.6300000000000008,1.1457142857142855,energy_fallback,0.8152,4.2609,34.85,energy_percentile,"Tick from my mother and my wife, and my sister, and my husband will be mad at you. Then I will be fine with you. I will be fine with you.",-1.7891,bn,0.1054,faster_whisper/tiny/float16,137,13.38,0.5772,false,true,0.6676,false,true,1.0,79.25,99.55,81.52,100.0,45.0,100.0,81.39,review,"[""review_low_asr_confidence""]"
bengali_0196,/content/subset_data/bengali/bengali_0196.flac,bn,0.675,-17.869436264038086,0.986541748046875,0.0,0.09090909090909091,6.614967787754722e-6,0.09872159090909091,1510.185513687403,0.015771890059113503,0.3,0.4444444444444444,1,0.31500000000000006,0.3,energy_fallback,0.8404,4.3615,28.2,energy_percentile,Sad.,-1.014,en,0.493,faster_whisper/tiny/float16,4,5.93,0.6305,false,false,0.5186,false,false,0.0,90.08,78.17,84.04,94.0,63.05,40.0,79.83,keep,[]
bengali_0197,/content/subset_data/bengali/bengali_0197.flac,bn,0.545,-17.243412017822266,0.63397216796875,0.0,0.2830188679245283,0.00013563522952608764,0.10527886284722222,1160.5235098034843,0.0008906147559173405,0.31999999999999995,0.5871559633027522,1,0.19500000000000006,0.31999999999999995,energy_fallback,0.8484,4.3937,46.48,energy_percentile,Hello.,-0.7132,en,0.6434,faster_whisper/tiny/float16,6,11.01,0.7335,false,false,0.6202,false,false,0.0,83.48,88.37,84.84,100.0,73.35,40.0,83.14,keep,[]
bengali_0198,/content/subset_data/bengali/bengali_0198.flac,bn,5.729,-19.745595932006836,0.940704345703125,0.0,0.2819614711033275,0.00010626918083289638,0.11363932291666666,1186.0701758577188,0.00030642159981653094,3.87,0.6755105603072089,5,0.6900000000000002,0.774,energy_fallback,0.8348,4.3393,42.2,energy_percentile,1kg 1 kg 1 kg,-2.2937,bn,0.0,faster_whisper/tiny/float16,13,2.27,0.5027,false,true,0.0,false,true,1.0,81.44,94.02,83.48,100.0,45.0,100.0,81.31,review,"[""review_low_asr_confidence""]"
bengali_0199,/content/subset_data/bengali/bengali_0199.flac,bn,0.544,-15.510414123535156,0.7928466796875,0.0,0.21153846153846154,0.00009459607827011496,0.09331597222222222,907.540033594736,0.0005304031656123698,0.33,0.6066176470588235,1,0.16400000000000003,0.33,energy_fallback,0.8792,4.517,48.64,energy_percentile,Oh!,-0.7448,en,0.6276,faster_whisper/tiny/float16,3,5.51,0.733,false,false,0.5102,false,false,0.0,87.57,89.76,87.92,100.0,73.3,40.0,84.96,keep,[]
bodo_0000,/content/subset_data/bodo/bodo_0000.flac,brx,7.1286,-30.486173629760742,0.3988037109375,0.0,0.4191279887482419,0.00001855183654697612,0.13314094030269058,1622.6386546502627,0.021429216489195824,4.580000000000001,0.6424857746565316,8,0.5700000000000003,0.5725000000000001,energy_fallback,0.7386,3.9544,32.0,energy_percentile,"Yuga damali, silah-haru, feringga arama kasai manbaikra haris-harunitakai sapsin tatai hiyu.",-1.1104,ms,0.4448,faster_whisper/tiny/float16,92,12.91,0.6707,false,false,0.6582,false,false,0.0,67.4,92.08,73.86,100.0,67.07,40.0,76.73,keep,[]
bodo_0001,/content/subset_data/bodo/bodo_0001.flac,brx,4.671,-24.55001449584961,0.810455322265625,0.0,0.09247311827956989,0.000054750013077864423,0.11863896618150685,1470.0493354847194,0.022190311923623085,3.81,0.8156711624919717,2,0.7400000000000002,1.905,energy_fallback,0.8466,4.3864,21.88,energy_percentile,پلنگیزه گنی شمو کمیری شم کم کم کمگیزنیت اگه تنگی فره,-0.9935,fa,0.5033,faster_whisper/tiny/float16,52,11.13,0.746,false,false,0.6226,false,false,0.0,84.45,99.17,84.66,72.93,74.6,40.0,81.42,keep,[]
bodo_0002,/content/subset_data/bodo/bodo_0002.flac,brx,2.76,-25.06430435180664,0.46539306640625,0.0,0.291970802919708,0.00006510623643407598,0.09844760237068965,1247.5125843428175,0.010477165691554546,1.7199999999999998,0.6231884057971014,2,0.99,0.8599999999999999,energy_fallback,0.7986,4.1946,23.29,energy_percentile,สิลงทายก็อย่า อรือ,-1.0644,th,0.4678,faster_whisper/tiny/float16,18,6.52,0.6741,false,false,0.5304,false,false,0.0,76.63,89.25,79.86,77.63,67.41,40.0,76.27,keep,[]
bodo_0003,/content/subset_data/bodo/bodo_0003.flac,brx,4.96,-23.268232345581055,0.721710205078125,0.0,0.17408906882591094,0.00006684987602056935,0.09872358273237179,1213.4777366423584,0.00574793666601181,3.4200000000000004,0.6895161290322581,4,0.6799999999999999,0.8550000000000001,energy_fallback,0.8333,4.3331,23.83,energy_percentile,他一把這腹肉 湯類怎樣 隔山在那裡 再喝腦,-0.9644,zh,0.5178,faster_whisper/tiny/float16,21,4.23,0.714,false,false,0.0,false,false,0.0,82.5,95.06,83.33,79.43,71.4,40.0,80.36,keep,[]
bodo_0004,/content/subset_data/bodo/bodo_0004.flac,brx,6.881,-22.500974655151367,0.779205322265625,0.0,0.01749271137026239,0.00006528559606522322,0.09117974175347222,1216.5454706026542,0.008272022940218449,4.941,0.7180642348495858,5,0.6700000000000002,0.9882,energy_fallback,0.871,4.4841,20.95,energy_percentile,"Sebenarnya, saya akan menjalan untuk menjalanan. Sebenarnya, saya akan menjalanan. Sebenarnya, saya akan menjalanan.",-1.1405,ms,0.4298,faster_whisper/tiny/float16,116,16.86,0.6873,false,false,0.7372,false,false,0.0,88.93,97.13,87.1,69.83,68.73,40.0,81.06,keep,[]
